0.01,100000,492,1
0.01,200000,4389,0
0.01,300000,15365,0
0.01,400000,37467,0
0.01,500000,90988,1
0.01,1000000,396983,2
0.001,100000,56154,0
0.001,200000,123221,0
0.001,300000,200009,0
0.001,400000,288411,0
0.001,500000,543683,0
0.001,1000000,1308712,1
1.00E-04,100000,145345,0
1.00E-04,200000,300779,0
1.00E-04,300000,474256,0
1.00E-04,400000,672490,0
1.00E-04,500000,915961,0
1.00E-04,1000000,2049330,0
