0.01,100000,69,7641
0.01,200000,88,61301
0.01,300000,98,242092
0.01,400000,221,650571
0.01,500000,1036,1063492
0.01,1000000,1395,3801013
0.001,100000,38,33999
0.001,200000,82,74543
0.001,300000,127,139247
0.001,400000,405,255213
0.001,500000,179,262368
0.001,1000000,223,534469
1.00E-04,100000,24,4570
1.00E-04,200000,51,11203
1.00E-04,300000,78,18932
1.00E-04,400000,103,22821
1.00E-04,500000,424,36073
1.00E-04,1000000,215,81454
